start	strand	gisaid_mismatch_0	gisaid_mismatch_1	gisaid_mismatch_2	sensitivity_0	sensitivity_01
1781	+	5623	3	2	0.99911158493248	0.999644633972992
1786	+	5624	2	2	0.999289267945984	0.999644633972992
1787	+	5624	2	2	0.999289267945984	0.999644633972992
1793	+	5624	2	2	0.999289267945984	0.999644633972992
1794	+	5624	2	2	0.999289267945984	0.999644633972992
1795	+	5613	13	2	0.997334754797441	0.999644633972992
1796	+	5612	14	2	0.997157071783937	0.999644633972992
1823	+	5625	1	2	0.999466950959488	0.999644633972992
1902	+	5598	28	2	0.994669509594883	0.999644633972992
1911	+	5592	33	3	0.993603411513859	0.999466950959488
1912	+	5595	30	3	0.994136460554371	0.999466950959488
2109	+	5597	28	3	0.994491826581379	0.999466950959488
2110	+	5597	28	3	0.994491826581379	0.999466950959488
2111	+	5600	26	2	0.995024875621891	0.999644633972992
2117	+	5623	2	3	0.99911158493248	0.999466950959488
2184	+	5616	5	7	0.997867803837953	0.998756218905473
2192	+	5616	2	10	0.997867803837953	0.998223169864961
2217	+	5606	5	17	0.996090973702914	0.996979388770434
2232	+	5599	8	21	0.994847192608387	0.996268656716418
2248	+	5530	19	79	0.982587064676617	0.985963041933191
2253	+	5524	15	89	0.981520966595594	0.984186211798152
2290	+	5532	9	87	0.982942430703625	0.98454157782516
2294	+	5539	5	84	0.984186211798152	0.985074626865672
2339	+	5537	4	87	0.983830845771144	0.98454157782516
2345	+	5536	4	88	0.98365316275764	0.984363894811656
2364	+	5524	7	97	0.981520966595594	0.982764747690121
2383	+	5524	4	100	0.981520966595594	0.982231698649609
2398	+	5404	128	96	0.960199004975124	0.982942430703625
2408	+	5406	129	93	0.960554371002132	0.983475479744137
2421	+	5524	8	96	0.981520966595594	0.982942430703625
2443	+	5509	20	99	0.978855721393035	0.982409381663113
2444	+	5509	20	99	0.978855721393035	0.982409381663113
2452	+	5506	25	97	0.978322672352523	0.982764747690121
2453	+	5506	25	97	0.978322672352523	0.982764747690121
2457	+	5518	10	100	0.98045486851457	0.982231698649609
2478	+	5249	290	89	0.932658137882018	0.984186211798152
2519	+	5520	17	91	0.980810234541578	0.983830845771144
2520	+	5521	17	90	0.980987917555082	0.984008528784648
2619	+	5545	9	74	0.985252309879176	0.986851457000711
2624	+	5548	8	72	0.985785358919687	0.987206823027719
2634	+	5553	4	71	0.986673773987207	0.987384506041222
2635	+	5553	4	71	0.986673773987207	0.987384506041222
2671	+	5548	8	72	0.985785358919687	0.987206823027719
2690	+	5552	10	66	0.986496090973703	0.988272921108742
2707	+	5551	8	69	0.986318407960199	0.98773987206823
2784	+	5560	7	61	0.987917555081734	0.989161336176262
2795	+	5561	4	63	0.988095238095238	0.988805970149254
2848	+	5623	2	3	0.99911158493248	0.999466950959488
2884	+	5463	163	2	0.970682302771855	0.999644633972992
2885	+	5463	163	2	0.970682302771855	0.999644633972992
2886	+	5463	163	2	0.970682302771855	0.999644633972992
2987	+	5622	6	0	0.998933901918977	1
3116	+	5621	6	1	0.998756218905473	0.999822316986496
3201	+	5625	0	3	0.999466950959488	0.999466950959488
3252	+	5604	22	2	0.995735607675906	0.999644633972992
3340	+	5624	3	1	0.999289267945984	0.999822316986496
3341	+	5625	2	1	0.999466950959488	0.999822316986496
3365	+	5596	31	1	0.994314143567875	0.999822316986496
3366	+	5596	31	1	0.994314143567875	0.999822316986496
3367	+	5596	31	1	0.994314143567875	0.999822316986496
3392	+	5621	7	0	0.998756218905473	1
3393	+	5621	7	0	0.998756218905473	1
3394	+	5616	12	0	0.997867803837953	1
3400	+	5613	15	0	0.997334754797441	1
3401	+	5613	15	0	0.997334754797441	1
3440	+	5623	5	0	0.99911158493248	1
3469	+	5618	7	3	0.998223169864961	0.999466950959488
3536	+	5612	7	9	0.997157071783937	0.998400852878465
3578	+	5616	7	5	0.997867803837953	0.99911158493248
3604	+	5621	3	4	0.998756218905473	0.999289267945984
3614	+	5616	6	6	0.997867803837953	0.998933901918977
3651	+	5621	1	6	0.998756218905473	0.998933901918977
3652	+	5621	0	7	0.998756218905473	0.998756218905473
3757	+	5610	6	12	0.99680170575693	0.997867803837953
3782	+	5608	16	4	0.996446339729922	0.999289267945984
3783	+	5608	16	4	0.996446339729922	0.999289267945984
3784	+	5608	16	4	0.996446339729922	0.999289267945984
3797	+	5624	1	3	0.999289267945984	0.999466950959488
3819	+	5617	8	3	0.998045486851457	0.999466950959488
3831	+	5619	7	2	0.998400852878465	0.999644633972992
3832	+	5619	7	2	0.998400852878465	0.999644633972992
3846	+	5613	11	4	0.997334754797441	0.999289267945984
3847	+	5611	13	4	0.996979388770434	0.999289267945984
3866	+	5607	15	6	0.996268656716418	0.998933901918977
3894	+	5619	3	6	0.998400852878465	0.998933901918977
3899	+	5619	3	6	0.998400852878465	0.998933901918977
3919	+	5621	2	5	0.998756218905473	0.99911158493248
3920	+	5621	1	6	0.998756218905473	0.998933901918977
3935	+	5620	1	7	0.998578535891969	0.998756218905473
3936	+	5619	3	6	0.998400852878465	0.998933901918977
3941	+	5619	3	6	0.998400852878465	0.998933901918977
3978	+	5613	9	6	0.997334754797441	0.998933901918977
3996	+	5588	35	5	0.992892679459844	0.99911158493248
3997	+	5588	35	5	0.992892679459844	0.99911158493248
4081	+	5616	10	2	0.997867803837953	0.999644633972992
4085	+	5625	1	2	0.999466950959488	0.999644633972992
4154	+	5622	5	1	0.998933901918977	0.999822316986496
4155	+	5622	5	1	0.998933901918977	0.999822316986496
4156	+	5618	9	1	0.998223169864961	0.999822316986496
4176	+	5620	6	2	0.998578535891969	0.999644633972992
4187	+	5621	4	3	0.998756218905473	0.999466950959488
4198	+	5619	6	3	0.998400852878465	0.999466950959488
4199	+	5619	6	3	0.998400852878465	0.999466950959488
4246	+	5590	34	4	0.993248045486851	0.999289267945984
4270	+	5617	7	4	0.998045486851457	0.999289267945984
4283	+	5624	2	2	0.999289267945984	0.999644633972992
4284	+	5624	2	2	0.999289267945984	0.999644633972992
4285	+	5624	2	2	0.999289267945984	0.999644633972992
4292	+	5626	1	1	0.999644633972992	0.999822316986496
4293	+	5625	2	1	0.999466950959488	0.999822316986496
4341	+	5626	0	2	0.999644633972992	0.999644633972992
4374	+	5627	1	0	0.999822316986496	1
4395	+	5604	22	2	0.995735607675906	0.999644633972992
4403	+	5623	2	3	0.99911158493248	0.999466950959488
4425	+	5617	4	7	0.998045486851457	0.998756218905473
4430	+	5616	5	7	0.997867803837953	0.998756218905473
4457	+	5617	3	8	0.998045486851457	0.998578535891969
4472	+	5617	3	8	0.998045486851457	0.998578535891969
4473	+	5617	3	8	0.998045486851457	0.998578535891969
4526	+	5604	12	12	0.995735607675906	0.997867803837953
4527	+	5604	12	12	0.995735607675906	0.997867803837953
4567	+	5612	5	11	0.997157071783937	0.998045486851457
4572	+	5612	6	10	0.997157071783937	0.998223169864961
4615	+	5610	5	13	0.99680170575693	0.997690120824449
4652	+	5604	16	8	0.995735607675906	0.998578535891969
4727	+	5620	2	6	0.998578535891969	0.998933901918977
4728	+	5619	3	6	0.998400852878465	0.998933901918977
4752	+	5617	4	7	0.998045486851457	0.998756218905473
4778	+	5615	4	9	0.997690120824449	0.998400852878465
4841	+	5621	1	6	0.998756218905473	0.998933901918977
4842	+	5620	2	6	0.998578535891969	0.998933901918977
5060	+	5605	17	6	0.99591329068941	0.998933901918977
5061	+	5605	16	7	0.99591329068941	0.998756218905473
5065	+	5613	8	7	0.997334754797441	0.998756218905473
5066	+	5613	8	7	0.997334754797441	0.998756218905473
5090	+	5620	2	6	0.998578535891969	0.998933901918977
5091	+	5620	2	6	0.998578535891969	0.998933901918977
5194	+	5618	3	7	0.998223169864961	0.998756218905473
5204	+	5616	5	7	0.997867803837953	0.998756218905473
5205	+	5616	5	7	0.997867803837953	0.998756218905473
5206	+	5611	10	7	0.996979388770434	0.998756218905473
5213	+	5613	9	6	0.997334754797441	0.998933901918977
5246	+	5623	2	3	0.99911158493248	0.999466950959488
5298	+	5581	21	26	0.991648898365316	0.995380241648898
5433	+	5617	3	8	0.998045486851457	0.998578535891969
5477	+	5609	10	9	0.996624022743426	0.998400852878465
5478	+	5609	9	10	0.996624022743426	0.998223169864961
5501	+	5607	9	12	0.996268656716418	0.997867803837953
5502	+	5607	9	12	0.996268656716418	0.997867803837953
5585	+	5618	4	6	0.998223169864961	0.998933901918977
5615	+	5625	2	1	0.999466950959488	0.999822316986496
5626	+	5624	3	1	0.999289267945984	0.999822316986496
5627	+	5623	4	1	0.99911158493248	0.999822316986496
5753	+	5627	0	1	0.999822316986496	0.999822316986496
5768	+	5612	15	1	0.997157071783937	0.999822316986496
5772	+	5612	15	1	0.997157071783937	0.999822316986496
5806	+	5622	3	3	0.998933901918977	0.999466950959488
5822	+	5617	6	5	0.998045486851457	0.99911158493248
5849	+	5616	8	4	0.997867803837953	0.999289267945984
5853	+	5609	14	5	0.996624022743426	0.99911158493248
5854	+	5609	15	4	0.996624022743426	0.999289267945984
5875	+	5615	7	6	0.997690120824449	0.998933901918977
5876	+	5615	7	6	0.997690120824449	0.998933901918977
5891	+	5620	2	6	0.998578535891969	0.998933901918977
5916	+	5623	1	4	0.99911158493248	0.999289267945984
5948	+	5621	1	6	0.998756218905473	0.998933901918977
5992	+	5620	2	6	0.998578535891969	0.998933901918977
6007	+	5614	6	8	0.997512437810945	0.998578535891969
6050	+	5620	4	4	0.998578535891969	0.999289267945984
6067	+	5619	4	5	0.998400852878465	0.99911158493248
6089	+	5624	2	2	0.999289267945984	0.999644633972992
6110	+	5623	4	1	0.99911158493248	0.999822316986496
6133	+	5619	9	0	0.998400852878465	1
6161	+	5626	0	2	0.999644633972992	0.999644633972992
6185	+	5623	3	2	0.99911158493248	0.999644633972992
6194	+	5626	1	1	0.999644633972992	0.999822316986496
6206	+	5625	2	1	0.999466950959488	0.999822316986496
6242	+	5619	7	2	0.998400852878465	0.999644633972992
6254	+	5611	9	8	0.996979388770434	0.998578535891969
6259	+	5616	4	8	0.997867803837953	0.998578535891969
6292	+	5601	15	12	0.995202558635394	0.997867803837953
6293	+	5581	31	16	0.991648898365316	0.997157071783937
6303	+	5576	37	15	0.990760483297797	0.997334754797441
6310	+	5574	40	14	0.990405117270789	0.997512437810945
6376	+	5598	5	25	0.994669509594883	0.995557924662402
6377	+	5598	5	25	0.994669509594883	0.995557924662402
6402	+	5602	6	20	0.995380241648898	0.996446339729922
6403	+	5606	3	19	0.996090973702914	0.996624022743426
6419	+	5600	9	19	0.995024875621891	0.996624022743426
6443	+	5595	13	20	0.994136460554371	0.996446339729922
6444	+	5593	14	21	0.993781094527363	0.996268656716418
6476	+	5612	2	14	0.997157071783937	0.997512437810945
6484	+	5608	4	16	0.996446339729922	0.997157071783937
6496	+	5602	8	18	0.995380241648898	0.99680170575693
6497	+	5602	8	18	0.995380241648898	0.99680170575693
6498	+	5601	9	18	0.995202558635394	0.99680170575693
6569	+	5612	7	9	0.997157071783937	0.998400852878465
6602	+	5613	3	12	0.997334754797441	0.997867803837953
6603	+	5613	3	12	0.997334754797441	0.997867803837953
6686	+	5599	15	14	0.994847192608387	0.997512437810945
6727	+	5612	2	14	0.997157071783937	0.997512437810945
6802	+	5602	6	20	0.995380241648898	0.996446339729922
6815	+	5602	7	19	0.995380241648898	0.996624022743426
6841	+	5597	5	26	0.994491826581379	0.995380241648898
6866	+	5540	10	78	0.984363894811656	0.986140724946695
6917	+	5533	5	90	0.983120113717129	0.984008528784648
6925	+	5532	3	93	0.982942430703625	0.983475479744137
7158	+	5615	10	3	0.997690120824449	0.999466950959488
7167	+	5620	5	3	0.998578535891969	0.999466950959488
7187	+	5622	3	3	0.998933901918977	0.999466950959488
7362	+	5624	0	4	0.999289267945984	0.999289267945984
7427	+	5609	17	2	0.996624022743426	0.999644633972992
7428	+	5609	17	2	0.996624022743426	0.999644633972992
7484	+	5627	1	0	0.999822316986496	1
7568	+	5625	3	0	0.999466950959488	1
7580	+	5622	4	2	0.998933901918977	0.999644633972992
7676	+	5623	1	4	0.99911158493248	0.999289267945984
7677	+	5623	1	4	0.99911158493248	0.999289267945984
7687	+	5621	1	6	0.998756218905473	0.998933901918977
7763	+	5598	25	5	0.994669509594883	0.99911158493248
7773	+	5620	3	5	0.998578535891969	0.99911158493248
7774	+	5622	1	5	0.998933901918977	0.99911158493248
7785	+	5616	6	6	0.997867803837953	0.998933901918977
7841	+	5613	7	8	0.997334754797441	0.998578535891969
7880	+	5622	3	3	0.998933901918977	0.999466950959488
7885	+	5622	3	3	0.998933901918977	0.999466950959488
7886	+	5622	3	3	0.998933901918977	0.999466950959488
7906	+	5623	2	3	0.99911158493248	0.999466950959488
7907	+	5623	2	3	0.99911158493248	0.999466950959488
8009	+	5616	8	4	0.997867803837953	0.999289267945984
8010	+	5616	8	4	0.997867803837953	0.999289267945984
8064	+	5605	20	3	0.99591329068941	0.999466950959488
8065	+	5604	21	3	0.995735607675906	0.999466950959488
8066	+	5604	21	3	0.995735607675906	0.999466950959488
8072	+	5603	22	3	0.995557924662402	0.999466950959488
8073	+	5608	16	4	0.996446339729922	0.999289267945984
8107	+	5621	5	2	0.998756218905473	0.999644633972992
8184	+	5620	4	4	0.998578535891969	0.999289267945984
8189	+	5620	6	2	0.998578535891969	0.999644633972992
8210	+	5625	0	3	0.999466950959488	0.999466950959488
8279	+	5613	10	5	0.997334754797441	0.99911158493248
8286	+	5613	11	4	0.997334754797441	0.999289267945984
8287	+	5613	11	4	0.997334754797441	0.999289267945984
8356	+	5611	12	5	0.996979388770434	0.99911158493248
8357	+	5611	12	5	0.996979388770434	0.99911158493248
8358	+	5613	10	5	0.997334754797441	0.99911158493248
8390	+	5617	8	3	0.998045486851457	0.999466950959488
8422	+	5621	5	2	0.998756218905473	0.999644633972992
8423	+	5624	2	2	0.999289267945984	0.999644633972992
8427	+	5626	0	2	0.999644633972992	0.999644633972992
8444	+	5625	1	2	0.999466950959488	0.999644633972992
8445	+	5623	3	2	0.99911158493248	0.999644633972992
8446	+	5621	5	2	0.998756218905473	0.999644633972992
8512	+	5626	1	1	0.999644633972992	0.999822316986496
8534	+	5625	2	1	0.999466950959488	0.999822316986496
8535	+	5625	2	1	0.999466950959488	0.999822316986496
8567	+	5624	0	4	0.999289267945984	0.999289267945984
8636	+	5598	29	1	0.994669509594883	0.999822316986496
8658	+	5621	5	2	0.998756218905473	0.999644633972992
8732	+	5622	4	2	0.998933901918977	0.999644633972992
8789	+	5622	4	2	0.998933901918977	0.999644633972992
8944	+	5622	4	2	0.998933901918977	0.999644633972992
8945	+	5622	4	2	0.998933901918977	0.999644633972992
9011	+	5623	5	0	0.99911158493248	1
9081	+	5625	3	0	0.999466950959488	1
9213	+	5585	41	2	0.992359630419332	0.999644633972992
9316	+	5608	9	11	0.996446339729922	0.998045486851457
9694	+	5619	3	6	0.998400852878465	0.998933901918977
9727	+	5617	5	6	0.998045486851457	0.998933901918977
9799	+	5619	5	4	0.998400852878465	0.999289267945984
9803	+	5620	4	4	0.998578535891969	0.999289267945984
9807	+	5624	0	4	0.999289267945984	0.999289267945984
9817	+	5625	2	1	0.999466950959488	0.999822316986496
9949	+	5604	22	2	0.995735607675906	0.999644633972992
10005	+	5622	5	1	0.998933901918977	0.999822316986496
10045	+	5626	0	2	0.999644633972992	0.999644633972992
10046	+	5626	0	2	0.999644633972992	0.999644633972992
10047	+	5626	0	2	0.999644633972992	0.999644633972992
10067	+	5622	5	1	0.998933901918977	0.999822316986496
10281	+	5623	3	2	0.99911158493248	0.999644633972992
10282	+	5623	3	2	0.99911158493248	0.999644633972992
10599	+	5613	14	1	0.997334754797441	0.999822316986496
10672	+	5626	2	0	0.999644633972992	1
10800	+	5621	6	1	0.998756218905473	0.999822316986496
10837	+	5606	21	1	0.996090973702914	0.999822316986496
10838	+	5606	21	1	0.996090973702914	0.999822316986496
10851	+	5598	29	1	0.994669509594883	0.999822316986496
10852	+	5616	11	1	0.997867803837953	0.999822316986496
10950	+	5623	4	1	0.99911158493248	0.999822316986496
10961	+	5625	1	2	0.999466950959488	0.999644633972992
10962	+	5621	5	2	0.998756218905473	0.999644633972992
11067	+	4671	930	27	0.829957356076759	0.995202558635394
11068	+	4671	931	26	0.829957356076759	0.995380241648898
11132	+	5624	4	0	0.999289267945984	1
11281	+	5623	4	1	0.99911158493248	0.999822316986496
11282	+	5623	4	1	0.99911158493248	0.999822316986496
11402	+	5576	51	1	0.990760483297797	0.999822316986496
11759	+	5624	3	1	0.999289267945984	0.999822316986496
11771	+	5621	7	0	0.998756218905473	1
11792	+	5610	17	1	0.99680170575693	0.999822316986496
11804	+	5624	2	2	0.999289267945984	0.999644633972992
11825	+	5608	20	0	0.996446339729922	1
11826	+	5608	20	0	0.996446339729922	1
11839	+	5609	19	0	0.996624022743426	1
11900	+	5537	88	3	0.983830845771144	0.999466950959488
11948	+	5616	11	1	0.997867803837953	0.999822316986496
11970	+	5626	2	0	0.999644633972992	1
11971	+	5626	2	0	0.999644633972992	1
11972	+	5626	2	0	0.999644633972992	1
11973	+	5626	2	0	0.999644633972992	1
12025	+	5624	1	3	0.999289267945984	0.999466950959488
12042	+	5625	3	0	0.999466950959488	1
12176	+	5624	3	1	0.999289267945984	0.999822316986496
12177	+	5624	3	1	0.999289267945984	0.999822316986496
12178	+	5623	4	1	0.99911158493248	0.999822316986496
12206	+	5627	1	0	0.999822316986496	1
12249	+	5624	4	0	0.999289267945984	1
12250	+	5625	3	0	0.999466950959488	1
12276	+	5628	0	0	1	1
12284	+	5627	1	0	0.999822316986496	1
12313	+	5625	2	1	0.999466950959488	0.999822316986496
12314	+	5625	2	1	0.999466950959488	0.999822316986496
12358	+	5624	4	0	0.999289267945984	1
12449	+	5625	2	1	0.999466950959488	0.999822316986496
12485	+	5627	1	0	0.999822316986496	1
12486	+	5627	1	0	0.999822316986496	1
12487	+	5627	1	0	0.999822316986496	1
12534	+	5614	13	1	0.997512437810945	0.999822316986496
12563	+	5625	2	1	0.999466950959488	0.999822316986496
12564	+	5625	2	1	0.999466950959488	0.999822316986496
12582	+	5627	1	0	0.999822316986496	1
12656	+	5627	1	0	0.999822316986496	1
12723	+	5626	1	1	0.999644633972992	0.999822316986496
12769	+	5616	10	2	0.997867803837953	0.999644633972992
12818	+	5621	6	1	0.998756218905473	0.999822316986496
12905	+	5627	1	0	0.999822316986496	1
12914	+	5626	1	1	0.999644633972992	0.999822316986496
12938	+	5627	0	1	0.999822316986496	0.999822316986496
12946	+	5625	2	1	0.999466950959488	0.999822316986496
12955	+	5621	6	1	0.998756218905473	0.999822316986496
13076	+	5624	4	0	0.999289267945984	1
13085	+	5625	1	2	0.999466950959488	0.999644633972992
13255	+	5623	5	0	0.99911158493248	1
13262	+	5625	3	0	0.999466950959488	1
13279	+	5627	0	1	0.999822316986496	0.999822316986496
13280	+	5627	0	1	0.999822316986496	0.999822316986496
13296	+	5627	0	1	0.999822316986496	0.999822316986496
13340	+	5624	1	3	0.999289267945984	0.999466950959488
13341	+	5624	1	3	0.999289267945984	0.999466950959488
13342	+	5624	1	3	0.999289267945984	0.999466950959488
13373	+	5622	4	2	0.998933901918977	0.999644633972992
13444	+	5616	4	8	0.997867803837953	0.998578535891969
13540	+	5608	4	16	0.996446339729922	0.997157071783937
13558	+	5604	7	17	0.995735607675906	0.996979388770434
13566	+	5602	8	18	0.995380241648898	0.99680170575693
13567	+	5602	7	19	0.995380241648898	0.996624022743426
13568	+	5600	9	19	0.995024875621891	0.996624022743426
13592	+	5608	3	17	0.996446339729922	0.996979388770434
13593	+	5609	2	17	0.996624022743426	0.996979388770434
13670	+	5618	3	7	0.998223169864961	0.998756218905473
13711	+	5593	35	0	0.993781094527363	1
13780	+	5626	2	0	0.999644633972992	1
13845	+	5615	11	2	0.997690120824449	0.999644633972992
13846	+	5616	10	2	0.997867803837953	0.999644633972992
13850	+	5616	11	1	0.997867803837953	0.999822316986496
13894	+	5624	3	1	0.999289267945984	0.999822316986496
13895	+	5624	3	1	0.999289267945984	0.999822316986496
13896	+	5623	4	1	0.99911158493248	0.999822316986496
13919	+	5604	24	0	0.995735607675906	1
13920	+	5604	24	0	0.995735607675906	1
13980	+	5626	1	1	0.999644633972992	0.999822316986496
13981	+	5627	0	1	0.999822316986496	0.999822316986496
13982	+	5627	0	1	0.999822316986496	0.999822316986496
14010	+	5625	2	1	0.999466950959488	0.999822316986496
14090	+	5626	2	0	0.999644633972992	1
14205	+	5625	1	2	0.999466950959488	0.999644633972992
14232	+	5624	2	2	0.999289267945984	0.999644633972992
14233	+	5625	1	2	0.999466950959488	0.999644633972992
14259	+	5619	9	0	0.998400852878465	1
14260	+	5620	8	0	0.998578535891969	1
14281	+	5627	1	0	0.999822316986496	1
14307	+	5622	5	1	0.998933901918977	0.999822316986496
14352	+	5626	2	0	0.999644633972992	1
14412	+	5625	2	1	0.999466950959488	0.999822316986496
14413	+	5624	3	1	0.999289267945984	0.999822316986496
14414	+	5624	2	2	0.999289267945984	0.999644633972992
14496	+	5622	4	2	0.998933901918977	0.999644633972992
14590	+	5619	6	3	0.998400852878465	0.999466950959488
14642	+	5621	3	4	0.998756218905473	0.999289267945984
14650	+	5623	2	3	0.99911158493248	0.999466950959488
14668	+	5624	2	2	0.999289267945984	0.999644633972992
14730	+	5613	13	2	0.997334754797441	0.999644633972992
14731	+	5613	13	2	0.997334754797441	0.999644633972992
14917	+	5612	14	2	0.997157071783937	0.999644633972992
14941	+	5623	4	1	0.99911158493248	0.999822316986496
15012	+	5618	6	4	0.998223169864961	0.999289267945984
15013	+	5618	6	4	0.998223169864961	0.999289267945984
15041	+	5626	2	0	0.999644633972992	1
15069	+	5626	1	1	0.999644633972992	0.999822316986496
15137	+	5623	1	4	0.99911158493248	0.999289267945984
15138	+	5622	2	4	0.998933901918977	0.999289267945984
15139	+	5621	2	5	0.998756218905473	0.99911158493248
15148	+	5621	2	5	0.998756218905473	0.99911158493248
15196	+	5620	7	1	0.998578535891969	0.999822316986496
15225	+	5618	8	2	0.998223169864961	0.999644633972992
15226	+	5618	8	2	0.998223169864961	0.999644633972992
15227	+	5617	9	2	0.998045486851457	0.999644633972992
15248	+	5624	3	1	0.999289267945984	0.999822316986496
15249	+	5624	3	1	0.999289267945984	0.999822316986496
15280	+	5623	5	0	0.99911158493248	1
15340	+	5623	4	1	0.99911158493248	0.999822316986496
15413	+	5625	2	1	0.999466950959488	0.999822316986496
15445	+	5626	2	0	0.999644633972992	1
15559	+	5626	2	0	0.999644633972992	1
15560	+	5624	4	0	0.999289267945984	1
15618	+	5627	1	0	0.999822316986496	1
15670	+	5624	4	0	0.999289267945984	1
15756	+	5604	23	1	0.995735607675906	0.999822316986496
15785	+	5626	0	2	0.999644633972992	0.999644633972992
15786	+	5625	1	2	0.999466950959488	0.999644633972992
15810	+	5625	2	1	0.999466950959488	0.999822316986496
15811	+	5626	2	0	0.999644633972992	1
15838	+	5620	8	0	0.998578535891969	1
15880	+	5625	3	0	0.999466950959488	1
15963	+	5622	5	1	0.998933901918977	0.999822316986496
15964	+	5623	4	1	0.99911158493248	0.999822316986496
15965	+	5623	4	1	0.99911158493248	0.999822316986496
16030	+	5627	1	0	0.999822316986496	1
16086	+	5626	2	0	0.999644633972992	1
16297	+	5624	4	0	0.999289267945984	1
16333	+	5625	2	1	0.999466950959488	0.999822316986496
16432	+	5627	1	0	0.999822316986496	1
16441	+	5618	9	1	0.998223169864961	0.999822316986496
16495	+	5620	2	6	0.998578535891969	0.998933901918977
16496	+	5616	6	6	0.997867803837953	0.998933901918977
16497	+	5616	6	6	0.997867803837953	0.998933901918977
16560	+	5616	4	8	0.997867803837953	0.998578535891969
16598	+	5619	0	9	0.998400852878465	0.998400852878465
16622	+	5611	8	9	0.996979388770434	0.998400852878465
16630	+	5612	7	9	0.997157071783937	0.998400852878465
16651	+	5617	2	9	0.998045486851457	0.998400852878465
16726	+	5615	4	9	0.997690120824449	0.998400852878465
16749	+	5605	14	9	0.99591329068941	0.998400852878465
16780	+	5627	1	0	0.999822316986496	1
16781	+	5627	1	0	0.999822316986496	1
16782	+	5627	1	0	0.999822316986496	1
16789	+	5627	0	1	0.999822316986496	0.999822316986496
16796	+	5627	1	0	0.999822316986496	1
16817	+	5626	2	0	0.999644633972992	1
16818	+	5626	2	0	0.999644633972992	1
16819	+	5626	2	0	0.999644633972992	1
16867	+	5625	2	1	0.999466950959488	0.999822316986496
16872	+	5604	24	0	0.995735607675906	1
17016	+	5625	2	1	0.999466950959488	0.999822316986496
17024	+	5625	2	1	0.999466950959488	0.999822316986496
