start	strand	num_CoV_aligned	specificity
6194	+	0	1
6206	+	0	1
6242	+	0	1
6254	+	0	1
6259	+	0	1
6292	+	1	0.833333333333333
6293	+	1	0.833333333333333
6303	+	0	1
6310	+	0	1
6376	+	0	1
6377	+	0	1
6402	+	0	1
6403	+	0	1
6419	+	1	0.833333333333333
6443	+	0	1
6444	+	0	1
6476	+	0	1
6484	+	0	1
6496	+	0	1
6497	+	0	1
6498	+	0	1
6569	+	0	1
6602	+	0	1
6603	+	0	1
6686	+	0	1
6727	+	0	1
6802	+	1	0.833333333333333
6815	+	1	0.833333333333333
6841	+	0	1
6866	+	0	1
6917	+	0	1
6925	+	0	1
7158	+	0	1
7167	+	0	1
7187	+	0	1
7362	+	0	1
7427	+	0	1
7428	+	0	1
7484	+	0	1
7568	+	1	0.833333333333333
7580	+	0	1
7676	+	0	1
7677	+	0	1
7687	+	1	0.833333333333333
7763	+	0	1
7773	+	0	1
7774	+	0	1
7785	+	1	0.833333333333333
7841	+	0	1
7880	+	1	0.833333333333333
7885	+	0	1
7886	+	1	0.833333333333333
7906	+	0	1
7907	+	0	1
8009	+	0	1
8010	+	0	1
8064	+	0	1
8065	+	0	1
8066	+	0	1
8072	+	0	1
8073	+	0	1
8107	+	0	1
8184	+	0	1
8189	+	1	0.833333333333333
8210	+	1	0.833333333333333
8279	+	0	1
8286	+	1	0.833333333333333
8287	+	1	0.833333333333333
8356	+	0	1
8357	+	0	1
8358	+	0	1
8390	+	0	1
8422	+	0	1
8423	+	0	1
8427	+	0	1
8444	+	1	0.833333333333333
8445	+	1	0.833333333333333
8446	+	1	0.833333333333333
8512	+	0	1
8534	+	0	1
8535	+	0	1
8567	+	0	1
8636	+	0	1
8658	+	0	1
8732	+	0	1
8789	+	0	1
8944	+	0	1
8945	+	0	1
9011	+	1	0.833333333333333
9081	+	0	1
9213	+	0	1
9316	+	0	1
9694	+	0	1
9727	+	0	1
9799	+	0	1
9803	+	0	1
9807	+	0	1
9817	+	0	1
9949	+	0	1
10005	+	2	0.666666666666667
10045	+	1	0.833333333333333
10046	+	1	0.833333333333333
10047	+	1	0.833333333333333
10067	+	1	0.833333333333333
10281	+	1	0.833333333333333
10282	+	1	0.833333333333333
10599	+	0	1
10672	+	0	1
10800	+	1	0.833333333333333
10837	+	0	1
10838	+	1	0.833333333333333
10851	+	0	1
10852	+	0	1
10950	+	1	0.833333333333333
10961	+	0	1
10962	+	0	1
11067	+	0	1
11068	+	0	1
11132	+	0	1
11281	+	0	1
11282	+	0	1
11402	+	0	1
11759	+	0	1
11771	+	0	1
11792	+	0	1
11804	+	0	1
11825	+	0	1
11826	+	0	1
11839	+	1	0.833333333333333
11900	+	0	1
11948	+	0	1
11970	+	0	1
11971	+	0	1
11972	+	0	1
11973	+	0	1
12025	+	1	0.833333333333333
12042	+	0	1
12176	+	1	0.833333333333333
12177	+	1	0.833333333333333
12178	+	1	0.833333333333333
12206	+	1	0.833333333333333
12249	+	1	0.833333333333333
12250	+	1	0.833333333333333
12276	+	2	0.666666666666667
12284	+	1	0.833333333333333
12313	+	1	0.833333333333333
12314	+	1	0.833333333333333
12358	+	1	0.833333333333333
12449	+	0	1
12485	+	0	1
12486	+	0	1
12487	+	0	1
12534	+	0	1
12563	+	0	1
12564	+	0	1
12582	+	1	0.833333333333333
12656	+	0	1
12723	+	0	1
12769	+	0	1
12818	+	0	1
12905	+	2	0.666666666666667
12914	+	1	0.833333333333333
12938	+	0	1
12946	+	0	1
12955	+	0	1
13076	+	0	1
13085	+	0	1
13255	+	0	1
13262	+	1	0.833333333333333
13279	+	1	0.833333333333333
13280	+	1	0.833333333333333
13296	+	0	1
13340	+	1	0.833333333333333
13341	+	1	0.833333333333333
13342	+	1	0.833333333333333
13373	+	1	0.833333333333333
13444	+	0	1
13540	+	0	1
13558	+	1	0.833333333333333
13566	+	0	1
13567	+	1	0.833333333333333
13568	+	1	0.833333333333333
13592	+	1	0.833333333333333
13593	+	1	0.833333333333333
13670	+	1	0.833333333333333
13711	+	1	0.833333333333333
13780	+	1	0.833333333333333
13845	+	1	0.833333333333333
13846	+	1	0.833333333333333
13850	+	1	0.833333333333333
13894	+	1	0.833333333333333
13895	+	1	0.833333333333333
13896	+	1	0.833333333333333
13919	+	1	0.833333333333333
13920	+	1	0.833333333333333
13980	+	1	0.833333333333333
13981	+	1	0.833333333333333
13982	+	1	0.833333333333333
14010	+	1	0.833333333333333
14090	+	2	0.666666666666667
14205	+	0	1
14232	+	0	1
14233	+	0	1
14259	+	0	1
14260	+	0	1
14281	+	0	1
14307	+	1	0.833333333333333
14352	+	0	1
14412	+	1	0.833333333333333
14413	+	1	0.833333333333333
14414	+	1	0.833333333333333
14496	+	1	0.833333333333333
14590	+	0	1
14642	+	1	0.833333333333333
14650	+	1	0.833333333333333
14668	+	2	0.666666666666667
14730	+	1	0.833333333333333
14731	+	1	0.833333333333333
14917	+	0	1
14941	+	1	0.833333333333333
15012	+	1	0.833333333333333
15013	+	1	0.833333333333333
15041	+	1	0.833333333333333
15069	+	2	0.666666666666667
15137	+	1	0.833333333333333
15138	+	1	0.833333333333333
15139	+	1	0.833333333333333
15148	+	1	0.833333333333333
15196	+	1	0.833333333333333
15225	+	0	1
15226	+	0	1
15227	+	0	1
15248	+	1	0.833333333333333
15249	+	1	0.833333333333333
15280	+	5	0.166666666666667
15340	+	1	0.833333333333333
15413	+	2	0.666666666666667
15445	+	1	0.833333333333333
15559	+	0	1
15560	+	0	1
15618	+	1	0.833333333333333
15670	+	0	1
15756	+	1	0.833333333333333
15785	+	1	0.833333333333333
15786	+	1	0.833333333333333
15810	+	1	0.833333333333333
15811	+	2	0.666666666666667
15838	+	1	0.833333333333333
15880	+	1	0.833333333333333
15963	+	2	0.666666666666667
15964	+	2	0.666666666666667
15965	+	1	0.833333333333333
16030	+	2	0.666666666666667
16086	+	0	1
16297	+	0	1
16333	+	1	0.833333333333333
16432	+	1	0.833333333333333
16441	+	1	0.833333333333333
16495	+	1	0.833333333333333
16496	+	0	1
16497	+	0	1
16560	+	0	1
16598	+	0	1
16622	+	1	0.833333333333333
16630	+	1	0.833333333333333
16651	+	1	0.833333333333333
16726	+	1	0.833333333333333
16749	+	0	1
16780	+	2	0.666666666666667
16781	+	1	0.833333333333333
16782	+	1	0.833333333333333
16789	+	1	0.833333333333333
16796	+	1	0.833333333333333
16817	+	1	0.833333333333333
16818	+	1	0.833333333333333
16819	+	1	0.833333333333333
16867	+	0	1
16872	+	0	1
17016	+	1	0.833333333333333
17024	+	1	0.833333333333333
17025	+	1	0.833333333333333
17039	+	1	0.833333333333333
17040	+	1	0.833333333333333
17181	+	1	0.833333333333333
17182	+	1	0.833333333333333
17200	+	1	0.833333333333333
17248	+	1	0.833333333333333
17254	+	1	0.833333333333333
17295	+	0	1
17339	+	0	1
17355	+	0	1
17503	+	1	0.833333333333333
17504	+	1	0.833333333333333
17555	+	1	0.833333333333333
17599	+	3	0.5
17608	+	1	0.833333333333333
17614	+	0	1
17632	+	1	0.833333333333333
17633	+	0	1
17690	+	0	1
17736	+	1	0.833333333333333
17737	+	1	0.833333333333333
17784	+	1	0.833333333333333
17807	+	0	1
17858	+	1	0.833333333333333
17867	+	1	0.833333333333333
17889	+	1	0.833333333333333
17919	+	0	1
17920	+	1	0.833333333333333
17987	+	0	1
18023	+	0	1
18024	+	0	1
18043	+	1	0.833333333333333
18112	+	0	1
18118	+	0	1
18119	+	0	1
18199	+	1	0.833333333333333
18200	+	1	0.833333333333333
18433	+	0	1
18457	+	0	1
18481	+	0	1
18510	+	1	0.833333333333333
18521	+	1	0.833333333333333
18541	+	0	1
18542	+	0	1
18543	+	0	1
18616	+	1	0.833333333333333
18617	+	0	1
18779	+	0	1
18948	+	0	1
18970	+	1	0.833333333333333
18991	+	0	1
19024	+	0	1
19093	+	1	0.833333333333333
19102	+	1	0.833333333333333
19103	+	1	0.833333333333333
19144	+	0	1
19281	+	3	0.5
19285	+	2	0.666666666666667
19315	+	1	0.833333333333333
19316	+	1	0.833333333333333
19335	+	1	0.833333333333333
19336	+	1	0.833333333333333
19386	+	1	0.833333333333333
19387	+	1	0.833333333333333
19422	+	0	1
19552	+	0	1
19607	+	0	1
19608	+	0	1
19629	+	1	0.833333333333333
19698	+	1	0.833333333333333
19699	+	1	0.833333333333333
19730	+	0	1
19731	+	0	1
19735	+	0	1
19736	+	0	1
19789	+	1	0.833333333333333
19807	+	1	0.833333333333333
19808	+	0	1
19864	+	1	0.833333333333333
19865	+	1	0.833333333333333
19927	+	0	1
19937	+	1	0.833333333333333
20004	+	0	1
20044	+	0	1
20071	+	0	1
20115	+	1	0.833333333333333
20116	+	1	0.833333333333333
20117	+	1	0.833333333333333
20140	+	0	1
20171	+	0	1
20193	+	1	0.833333333333333
20209	+	0	1
20222	+	0	1
20228	+	0	1
20275	+	0	1
20365	+	0	1
20425	+	1	0.833333333333333
20426	+	0	1
20427	+	0	1
20450	+	1	0.833333333333333
20510	+	1	0.833333333333333
20517	+	0	1
20518	+	0	1
20554	+	0	1
20576	+	0	1
20599	+	1	0.833333333333333
20615	+	0	1
20628	+	0	1
20629	+	0	1
20683	+	0	1
20684	+	0	1
20690	+	0	1
20705	+	0	1
20706	+	0	1
20720	+	0	1
20721	+	0	1
20749	+	0	1
20772	+	1	0.833333333333333
20773	+	1	0.833333333333333
20799	+	2	0.666666666666667
20863	+	3	0.5
21004	+	1	0.833333333333333
21046	+	1	0.833333333333333
21047	+	0	1
21048	+	0	1
21057	+	0	1
21058	+	0	1
21062	+	0	1
21063	+	0	1
21073	+	1	0.833333333333333
21113	+	0	1
21114	+	0	1
21144	+	0	1
21277	+	0	1
21290	+	0	1
21315	+	0	1
21339	+	0	1
21382	+	0	1
21394	+	1	0.833333333333333
21423	+	0	1
21424	+	0	1
21434	+	0	1
21466	+	0	1
21488	+	1	0.833333333333333
21489	+	1	0.833333333333333
21533	+	2	0.666666666666667
21662	+	0	1
21926	+	1	0.833333333333333
21980	+	0	1
21981	+	0	1
21982	+	0	1
21989	+	0	1
21990	+	0	1
22002	+	0	1
22084	+	0	1
22085	+	0	1
22100	+	0	1
22101	+	0	1
22102	+	0	1
22145	+	0	1
22146	+	0	1
22257	+	0	1
22372	+	0	1
22373	+	0	1
22383	+	0	1
22384	+	0	1
22434	+	0	1
22438	+	0	1
22451	+	0	1
22467	+	0	1
22468	+	0	1
22469	+	0	1
22482	+	0	1
22540	+	1	0.833333333333333
22697	+	0	1
22702	+	0	1
22767	+	0	1
22782	+	0	1
22789	+	0	1
22811	+	0	1
22925	+	0	1
22953	+	0	1
23123	+	0	1
23124	+	0	1
23125	+	0	1
23144	+	0	1
23145	+	0	1
23146	+	0	1
23150	+	0	1
23210	+	0	1
23211	+	0	1
23212	+	0	1
23347	+	0	1
23472	+	0	1
23646	+	0	1
23647	+	0	1
23689	+	0	1
23715	+	0	1
23830	+	0	1
23867	+	0	1
23868	+	0	1
23869	+	0	1
23897	+	0	1
23901	+	0	1
23909	+	1	0.833333333333333
23910	+	1	0.833333333333333
23924	+	0	1
23952	+	1	0.833333333333333
23971	+	0	1
23972	+	0	1
24014	+	0	1
24044	+	1	0.833333333333333
24099	+	1	0.833333333333333
24100	+	1	0.833333333333333
24144	+	1	0.833333333333333
24225	+	0	1
24243	+	1	0.833333333333333
24300	+	1	0.833333333333333
24301	+	1	0.833333333333333
24302	+	1	0.833333333333333
24338	+	0	1
24339	+	0	1
24379	+	0	1
24380	+	0	1
24402	+	0	1
24403	+	0	1
24418	+	0	1
24431	+	1	0.833333333333333
24472	+	1	0.833333333333333
24497	+	1	0.833333333333333
24516	+	0	1
24546	+	1	0.833333333333333
24591	+	0	1
24623	+	1	0.833333333333333
24624	+	1	0.833333333333333
24652	+	1	0.833333333333333
24653	+	1	0.833333333333333
24654	+	1	0.833333333333333
24673	+	1	0.833333333333333
24756	+	0	1
24757	+	0	1
24796	+	0	1
24797	+	0	1
24832	+	1	0.833333333333333
24858	+	0	1
24879	+	0	1
25001	+	0	1
25072	+	0	1
25080	+	0	1
25081	+	0	1
25082	+	0	1
25086	+	0	1
25120	+	0	1
25153	+	0	1
25171	+	0	1
25172	+	1	0.833333333333333
25304	+	0	1
25337	+	1	0.833333333333333
25346	+	0	1
25362	+	1	0.833333333333333
25427	+	0	1
25552	+	1	0.833333333333333
25553	+	1	0.833333333333333
25567	+	0	1
25568	+	0	1
25569	+	0	1
25725	+	0	1
25765	+	0	1
25777	+	0	1
25778	+	0	1
25779	+	0	1
25943	+	1	0.833333333333333
25944	+	1	0.833333333333333
25945	+	1	0.833333333333333
25962	+	0	1
25963	+	0	1
26074	+	0	1
26075	+	1	0.833333333333333
26105	+	0	1
26379	+	1	0.833333333333333
26380	+	1	0.833333333333333
26410	+	0	1
26411	+	1	0.833333333333333
26412	+	1	0.833333333333333
26450	+	1	0.833333333333333
26459	+	1	0.833333333333333
26541	+	1	0.833333333333333
26542	+	1	0.833333333333333
26543	+	1	0.833333333333333
26720	+	1	0.833333333333333
26845	+	1	0.833333333333333
26905	+	0	1
26997	+	1	0.833333333333333
27001	+	1	0.833333333333333
27039	+	1	0.833333333333333
27114	+	0	1
27119	+	0	1
27247	+	0	1
27279	+	0	1
27292	+	0	1
27293	+	0	1
27294	+	0	1
27322	+	0	1
27365	+	0	1
27376	+	0	1
27377	+	0	1
27465	+	0	1
27466	+	0	1
27529	+	0	1
27585	+	0	1
27586	+	0	1
27625	+	1	0.833333333333333
27721	+	0	1
27722	+	0	1
27726	+	0	1
27850	+	0	1
27865	+	0	1
27876	+	0	1
28002	+	0	1
28028	+	0	1
28029	+	0	1
28074	+	0	1
28152	+	0	1
28237	+	0	1
28245	+	0	1
28250	+	0	1
28251	+	0	1
28272	+	1	0.833333333333333
28273	+	1	0.833333333333333
28282	+	0	1
28363	+	0	1
28364	+	0	1
28445	+	0	1
28500	+	1	0.833333333333333
28550	+	1	0.833333333333333
28551	+	1	0.833333333333333
28556	+	1	0.833333333333333
28631	+	0	1
28678	+	1	0.833333333333333
28679	+	1	0.833333333333333
28756	+	1	0.833333333333333
28757	+	1	0.833333333333333
28837	+	0	1
28949	+	1	0.833333333333333
28950	+	1	0.833333333333333
28961	+	1	0.833333333333333
28983	+	1	0.833333333333333
28997	+	1	0.833333333333333
29031	+	0	1
29032	+	0	1
29033	+	0	1
29048	+	1	0.833333333333333
29094	+	1	0.833333333333333
29104	+	1	0.833333333333333
29147	+	1	0.833333333333333
29160	+	1	0.833333333333333
29264	+	0	1
29276	+	1	0.833333333333333
29284	+	1	0.833333333333333
29291	+	1	0.833333333333333
29333	+	1	0.833333333333333
29334	+	1	0.833333333333333
29357	+	1	0.833333333333333
29358	+	1	0.833333333333333
29359	+	1	0.833333333333333
29366	+	1	0.833333333333333
29367	+	1	0.833333333333333
29368	+	1	0.833333333333333
29385	+	1	0.833333333333333
29414	+	0	1
29421	+	1	0.833333333333333
29465	+	0	1
29511	+	0	1
29548	+	1	0.833333333333333
29691	+	1	0.833333333333333
29791	+	1	0.833333333333333
29792	+	1	0.833333333333333
29850	+	1	0.833333333333333
29851	+	1	0.833333333333333
29852	+	1	0.833333333333333
29853	+	1	0.833333333333333
29854	+	1	0.833333333333333
29855	+	1	0.833333333333333
29856	+	1	0.833333333333333
29857	+	1	0.833333333333333
29858	+	1	0.833333333333333
29859	+	1	0.833333333333333
29860	+	1	0.833333333333333
29861	+	2	0.666666666666667
29862	+	2	0.666666666666667
29863	+	2	0.666666666666667
29864	+	2	0.666666666666667
29865	+	2	0.666666666666667
29866	+	2	0.666666666666667
29867	+	3	0.5
29868	+	3	0.5
29869	+	3	0.5
29870	+	3	0.5
29871	+	3	0.5
29872	+	3	0.5
29873	+	3	0.5
29874	+	3	0.5
29875	+	3	0.5
29876	+	3	0.5
29877	+	3	0.5
29878	+	3	0.5
29879	+	3	0.5
29880	+	3	0.5
13	-	1	0.833333333333333
45	-	1	0.833333333333333
80	-	0	1
204	-	0	1
242	-	0	1
290	-	6	0
320	-	0	1
328	-	0	1
329	-	0	1
360	-	0	1
448	-	0	1
449	-	0	1
696	-	0	1
737	-	6	0
738	-	6	0
911	-	0	1
930	-	1	0.833333333333333
1031	-	6	0
1032	-	6	0
1056	-	1	0.833333333333333
1085	-	1	0.833333333333333
1086	-	3	0.5
1092	-	4	0.333333333333333
1155	-	0	1
1219	-	1	0.833333333333333
1274	-	0	1
1275	-	0	1
1296	-	0	1
1297	-	0	1
1313	-	2	0.666666666666667
1372	-	0	1
1485	-	0	1
1668	-	4	0.333333333333333
1696	-	0	1
1697	-	0	1
1706	-	0	1
1707	-	0	1
1708	-	0	1
1727	-	3	0.5
1728	-	3	0.5
1748	-	6	0
1793	-	6	0
1794	-	6	0
1867	-	0	1
1875	-	0	1
1909	-	0	1
1910	-	0	1
1951	-	5	0.166666666666667
1952	-	4	0.333333333333333
1987	-	1	0.833333333333333
2036	-	2	0.666666666666667
2118	-	4	0.333333333333333
2128	-	2	0.666666666666667
2172	-	0	1
2190	-	1	0.833333333333333
2220	-	0	1
2304	-	5	0.166666666666667
2322	-	0	1
2323	-	0	1
2324	-	0	1
2330	-	2	0.666666666666667
2381	-	1	0.833333333333333
2394	-	0	1
2555	-	4	0.333333333333333
2617	-	1	0.833333333333333
2741	-	2	0.666666666666667
2742	-	2	0.666666666666667
2795	-	6	0
2796	-	6	0
2915	-	1	0.833333333333333
2957	-	0	1
2991	-	3	0.5
3009	-	3	0.5
3038	-	0	1
3090	-	4	0.333333333333333
3146	-	0	1
3153	-	0	1
3350	-	5	0.166666666666667
3351	-	4	0.333333333333333
3362	-	6	0
3457	-	0	1
3580	-	3	0.5
3581	-	3	0.5
3680	-	1	0.833333333333333
3681	-	0	1
3727	-	0	1
3728	-	0	1
3729	-	0	1
3752	-	0	1
3760	-	1	0.833333333333333
3801	-	6	0
3829	-	6	0
3837	-	6	0
3838	-	6	0
3839	-	6	0
3909	-	6	0
4033	-	5	0.166666666666667
4100	-	6	0
4153	-	1	0.833333333333333
4154	-	0	1
4217	-	6	0
4268	-	3	0.5
4326	-	1	0.833333333333333
4327	-	0	1
4381	-	0	1
4391	-	1	0.833333333333333
4465	-	6	0
4533	-	5	0.166666666666667
4534	-	5	0.166666666666667
4539	-	6	0
4540	-	6	0
4643	-	0	1
4693	-	0	1
4699	-	0	1
4769	-	1	0.833333333333333
4770	-	0	1
4848	-	6	0
4926	-	4	0.333333333333333
4948	-	1	0.833333333333333
4952	-	6	0
4980	-	6	0
5049	-	0	1
5063	-	1	0.833333333333333
5121	-	1	0.833333333333333
5122	-	1	0.833333333333333
5128	-	2	0.666666666666667
5129	-	0	1
5162	-	3	0.5
5163	-	2	0.666666666666667
5192	-	0	1
5193	-	0	1
5258	-	3	0.5
5337	-	2	0.666666666666667
5397	-	0	1
5398	-	1	0.833333333333333
5475	-	4	0.333333333333333
5489	-	0	1
5590	-	6	0
5604	-	3	0.5
5678	-	0	1
5679	-	0	1
5730	-	0	1
5801	-	0	1
5822	-	4	0.333333333333333
5866	-	6	0
5867	-	6	0
5932	-	3	0.5
5987	-	2	0.666666666666667
6050	-	5	0.166666666666667
6051	-	3	0.5
6057	-	6	0
6078	-	3	0.5
6089	-	6	0
6144	-	1	0.833333333333333
6145	-	0	1
6146	-	0	1
6203	-	6	0
6204	-	6	0
6241	-	6	0
6307	-	6	0
6342	-	2	0.666666666666667
6518	-	5	0.166666666666667
6623	-	0	1
6647	-	0	1
6701	-	5	0.166666666666667
6702	-	6	0
6749	-	0	1
6760	-	4	0.333333333333333
6782	-	2	0.666666666666667
6786	-	1	0.833333333333333
6791	-	0	1
6812	-	6	0
6813	-	6	0
6894	-	0	1
6895	-	0	1
6912	-	4	0.333333333333333
6920	-	4	0.333333333333333
6935	-	6	0
6936	-	6	0
6937	-	6	0
6961	-	1	0.833333333333333
6966	-	2	0.666666666666667
6967	-	1	0.833333333333333
6968	-	0	1
6982	-	0	1
6995	-	0	1
7016	-	2	0.666666666666667
7024	-	2	0.666666666666667
7025	-	0	1
7037	-	0	1
7079	-	2	0.666666666666667
7138	-	0	1
7151	-	0	1
7160	-	0	1
7178	-	6	0
7201	-	5	0.166666666666667
7208	-	1	0.833333333333333
7209	-	0	1
7220	-	1	0.833333333333333
7229	-	0	1
7230	-	0	1
7251	-	0	1
7252	-	0	1
7253	-	0	1
7267	-	1	0.833333333333333
7268	-	1	0.833333333333333
7278	-	0	1
7279	-	0	1
7280	-	0	1
7317	-	0	1
7318	-	1	0.833333333333333
7319	-	2	0.666666666666667
7328	-	5	0.166666666666667
7329	-	3	0.5
7340	-	2	0.666666666666667
7341	-	1	0.833333333333333
7399	-	3	0.5
7428	-	1	0.833333333333333
7437	-	6	0
7438	-	5	0.166666666666667
7569	-	0	1
7570	-	0	1
7599	-	6	0
7600	-	6	0
7659	-	1	0.833333333333333
7698	-	6	0
7777	-	5	0.166666666666667
7782	-	5	0.166666666666667
7829	-	0	1
7830	-	3	0.5
7894	-	6	0
7895	-	6	0
7896	-	6	0
7945	-	0	1
8040	-	1	0.833333333333333
8061	-	3	0.5
8062	-	6	0
8072	-	6	0
8073	-	5	0.166666666666667
8165	-	0	1
8166	-	0	1
8170	-	0	1
8190	-	3	0.5
8399	-	6	0
8420	-	0	1
8486	-	3	0.5
8487	-	2	0.666666666666667
8611	-	1	0.833333333333333
8612	-	0	1
8613	-	0	1
8626	-	1	0.833333333333333
8627	-	4	0.333333333333333
8633	-	2	0.666666666666667
8673	-	5	0.166666666666667
8674	-	6	0
8747	-	5	0.166666666666667
8748	-	6	0
8768	-	0	1
8769	-	0	1
8781	-	0	1
8858	-	0	1
8859	-	0	1
8873	-	0	1
8910	-	0	1
8911	-	0	1
8912	-	0	1
8918	-	0	1
8932	-	0	1
8933	-	0	1
8934	-	0	1
8991	-	0	1
9010	-	1	0.833333333333333
9011	-	2	0.666666666666667
9031	-	0	1
9032	-	0	1
9033	-	0	1
9110	-	0	1
9159	-	0	1
9203	-	0	1
9204	-	0	1
9256	-	2	0.666666666666667
9308	-	0	1
9319	-	0	1
9320	-	0	1
9344	-	1	0.833333333333333
9360	-	2	0.666666666666667
9389	-	2	0.666666666666667
9458	-	1	0.833333333333333
9459	-	0	1
9468	-	0	1
9479	-	3	0.5
9480	-	3	0.5
9507	-	0	1
9515	-	0	1
9548	-	0	1
9559	-	0	1
9580	-	0	1
9592	-	3	0.5
9609	-	1	0.833333333333333
9610	-	1	0.833333333333333
9628	-	0	1
9632	-	0	1
9633	-	1	0.833333333333333
9634	-	0	1
9635	-	0	1
9671	-	0	1
9680	-	6	0
9706	-	0	1
9712	-	0	1
9725	-	3	0.5
9738	-	2	0.666666666666667
9768	-	1	0.833333333333333
9778	-	3	0.5
9783	-	0	1
9791	-	0	1
9792	-	0	1
9816	-	6	0
9817	-	6	0
9818	-	6	0
9898	-	6	0
9917	-	4	0.333333333333333
9918	-	4	0.333333333333333
10015	-	1	0.833333333333333
10051	-	6	0
10052	-	6	0
10064	-	4	0.333333333333333
10065	-	2	0.666666666666667
10147	-	2	0.666666666666667
10165	-	1	0.833333333333333
10226	-	1	0.833333333333333
10253	-	0	1
10365	-	0	1
10391	-	1	0.833333333333333
10392	-	2	0.666666666666667
10393	-	2	0.666666666666667
10432	-	0	1
10457	-	1	0.833333333333333
10505	-	4	0.333333333333333
10506	-	2	0.666666666666667
