start	strand	gisaid_mismatch_0	gisaid_mismatch_1	gisaid_mismatch_2	sensitivity_0	sensitivity_01
256	+	5501	10	117	0.977434257285004	0.979211087420043
257	+	5502	13	113	0.977611940298508	0.979921819474058
258	+	5507	15	106	0.978500355366027	0.981165600568586
259	+	5512	18	98	0.979388770433547	0.982587064676617
260	+	5518	17	93	0.98045486851457	0.983475479744137
261	+	5520	14	94	0.980810234541578	0.983297796730633
262	+	5524	9	95	0.981520966595594	0.983120113717129
263	+	5524	9	95	0.981520966595594	0.983120113717129
264	+	5526	11	91	0.981876332622601	0.983830845771144
265	+	5527	11	90	0.982054015636105	0.984008528784648
266	+	5527	11	90	0.982054015636105	0.984008528784648
267	+	5527	43	58	0.982054015636105	0.989694385216773
268	+	5560	10	58	0.987917555081734	0.989694385216773
269	+	5560	10	58	0.987917555081734	0.989694385216773
270	+	5558	12	58	0.987562189054726	0.989694385216773
271	+	5558	12	58	0.987562189054726	0.989694385216773
272	+	5557	15	56	0.987384506041222	0.990049751243781
273	+	5558	13	57	0.987562189054726	0.989872068230277
274	+	5557	14	57	0.987384506041222	0.989872068230277
275	+	5559	12	57	0.98773987206823	0.989872068230277
276	+	5563	8	57	0.988450604122246	0.989872068230277
277	+	5564	7	57	0.98862828713575	0.989872068230277
278	+	5564	7	57	0.98862828713575	0.989872068230277
279	+	5563	8	57	0.988450604122246	0.989872068230277
280	+	5563	7	58	0.988450604122246	0.989694385216773
281	+	5564	6	58	0.98862828713575	0.989694385216773
282	+	5563	7	58	0.988450604122246	0.989694385216773
283	+	5563	8	57	0.988450604122246	0.989872068230277
284	+	5564	10	54	0.98862828713575	0.990405117270789
285	+	5570	7	51	0.989694385216773	0.990938166311301
286	+	5575	3	50	0.990582800284293	0.991115849324805
287	+	5576	3	49	0.990760483297797	0.991293532338308
288	+	5577	2	49	0.990938166311301	0.991293532338308
289	+	5577	2	49	0.990938166311301	0.991293532338308
290	+	5579	0	49	0.991293532338308	0.991293532338308
291	+	5579	1	48	0.991293532338308	0.991471215351812
292	+	5578	2	48	0.991115849324805	0.991471215351812
293	+	5578	3	47	0.991115849324805	0.991648898365316
294	+	5536	48	44	0.98365316275764	0.992181947405828
295	+	5538	46	44	0.984008528784648	0.992181947405828
296	+	5539	44	45	0.984186211798152	0.992004264392324
297	+	5538	46	44	0.984008528784648	0.992181947405828
298	+	5539	46	43	0.984186211798152	0.992359630419332
299	+	5540	47	41	0.984363894811656	0.99271499644634
300	+	5542	45	41	0.984719260838664	0.99271499644634
301	+	5542	46	40	0.984719260838664	0.992892679459844
302	+	5543	46	39	0.984896943852168	0.993070362473348
303	+	5544	46	38	0.985074626865672	0.993248045486851
304	+	5545	48	35	0.985252309879176	0.993781094527363
305	+	5548	45	35	0.985785358919687	0.993781094527363
306	+	5547	48	33	0.985607675906183	0.994136460554371
307	+	5549	46	33	0.985963041933191	0.994136460554371
308	+	5548	47	33	0.985785358919687	0.994136460554371
309	+	5548	48	32	0.985785358919687	0.994314143567875
310	+	5549	49	30	0.985963041933191	0.994669509594883
311	+	5551	47	30	0.986318407960199	0.994669509594883
312	+	5552	46	30	0.986496090973703	0.994669509594883
313	+	5550	48	30	0.986140724946695	0.994669509594883
314	+	5593	5	30	0.993781094527363	0.994669509594883
315	+	5594	5	29	0.993958777540867	0.994847192608387
316	+	5589	10	29	0.993070362473348	0.994847192608387
317	+	5590	9	29	0.993248045486851	0.994847192608387
318	+	5588	11	29	0.992892679459844	0.994847192608387
319	+	5588	10	30	0.992892679459844	0.994669509594883
320	+	5588	12	28	0.992892679459844	0.995024875621891
321	+	5590	10	28	0.993248045486851	0.995024875621891
322	+	5590	11	27	0.993248045486851	0.995202558635394
323	+	5590	11	27	0.993248045486851	0.995202558635394
324	+	5589	11	28	0.993070362473348	0.995024875621891
325	+	5589	10	29	0.993070362473348	0.994847192608387
326	+	5590	9	29	0.993248045486851	0.994847192608387
327	+	5590	10	28	0.993248045486851	0.995024875621891
328	+	5591	9	28	0.993425728500355	0.995024875621891
329	+	5590	10	28	0.993248045486851	0.995024875621891
330	+	5590	9	29	0.993248045486851	0.994847192608387
331	+	5590	9	29	0.993248045486851	0.994847192608387
332	+	5590	9	29	0.993248045486851	0.994847192608387
333	+	5591	8	29	0.993425728500355	0.994847192608387
334	+	5591	8	29	0.993425728500355	0.994847192608387
335	+	5589	10	29	0.993070362473348	0.994847192608387
336	+	5594	5	29	0.993958777540867	0.994847192608387
337	+	5594	6	28	0.993958777540867	0.995024875621891
338	+	5597	3	28	0.994491826581379	0.995024875621891
339	+	5597	5	26	0.994491826581379	0.995380241648898
340	+	5599	3	26	0.994847192608387	0.995380241648898
341	+	5599	3	26	0.994847192608387	0.995380241648898
342	+	5597	5	26	0.994491826581379	0.995380241648898
343	+	5597	5	26	0.994491826581379	0.995380241648898
344	+	5597	5	26	0.994491826581379	0.995380241648898
345	+	5597	5	26	0.994491826581379	0.995380241648898
346	+	5596	7	25	0.994314143567875	0.995557924662402
347	+	5596	7	25	0.994314143567875	0.995557924662402
348	+	5596	7	25	0.994314143567875	0.995557924662402
349	+	5596	7	25	0.994314143567875	0.995557924662402
350	+	5596	7	25	0.994314143567875	0.995557924662402
351	+	5595	9	24	0.994136460554371	0.995735607675906
352	+	5596	8	24	0.994314143567875	0.995735607675906
353	+	5596	8	24	0.994314143567875	0.995735607675906
354	+	5595	9	24	0.994136460554371	0.995735607675906
355	+	5595	12	21	0.994136460554371	0.996268656716418
356	+	5597	11	20	0.994491826581379	0.996446339729922
357	+	5598	10	20	0.994669509594883	0.996446339729922
358	+	5598	10	20	0.994669509594883	0.996446339729922
359	+	5596	12	20	0.994314143567875	0.996446339729922
360	+	5584	22	22	0.992181947405828	0.996090973702914
361	+	5583	23	22	0.992004264392324	0.996090973702914
362	+	5585	21	22	0.992359630419332	0.996090973702914
363	+	5585	21	22	0.992359630419332	0.996090973702914
364	+	5585	22	21	0.992359630419332	0.996268656716418
365	+	5586	22	20	0.992537313432836	0.996446339729922
366	+	5586	22	20	0.992537313432836	0.996446339729922
367	+	5586	21	21	0.992537313432836	0.996268656716418
368	+	5587	20	21	0.99271499644634	0.996268656716418
369	+	5586	20	22	0.992537313432836	0.996090973702914
370	+	5586	20	22	0.992537313432836	0.996090973702914
371	+	5586	20	22	0.992537313432836	0.996090973702914
372	+	5586	20	22	0.992537313432836	0.996090973702914
373	+	5587	20	21	0.99271499644634	0.996268656716418
374	+	5590	18	20	0.993248045486851	0.996446339729922
375	+	5592	17	19	0.993603411513859	0.996624022743426
376	+	5595	14	19	0.994136460554371	0.996624022743426
377	+	5595	14	19	0.994136460554371	0.996624022743426
378	+	5595	14	19	0.994136460554371	0.996624022743426
379	+	5593	17	18	0.993781094527363	0.99680170575693
380	+	5606	5	17	0.996090973702914	0.996979388770434
381	+	5608	4	16	0.996446339729922	0.997157071783937
382	+	5608	4	16	0.996446339729922	0.997157071783937
383	+	5609	3	16	0.996624022743426	0.997157071783937
384	+	5608	4	16	0.996446339729922	0.997157071783937
385	+	5607	5	16	0.996268656716418	0.997157071783937
386	+	5607	5	16	0.996268656716418	0.997157071783937
387	+	5607	4	17	0.996268656716418	0.996979388770434
388	+	5607	4	17	0.996268656716418	0.996979388770434
389	+	5608	4	16	0.996446339729922	0.997157071783937
390	+	5609	3	16	0.996624022743426	0.997157071783937
391	+	5609	4	15	0.996624022743426	0.997334754797441
392	+	5607	6	15	0.996268656716418	0.997334754797441
393	+	5607	6	15	0.996268656716418	0.997334754797441
394	+	5607	6	15	0.996268656716418	0.997334754797441
395	+	5607	7	14	0.996268656716418	0.997512437810945
396	+	5608	6	14	0.996446339729922	0.997512437810945
397	+	5608	7	13	0.996446339729922	0.997690120824449
398	+	5609	9	10	0.996624022743426	0.998223169864961
399	+	5614	5	9	0.997512437810945	0.998400852878465
400	+	5615	4	9	0.997690120824449	0.998400852878465
401	+	5615	4	9	0.997690120824449	0.998400852878465
402	+	5614	6	8	0.997512437810945	0.998578535891969
403	+	5615	5	8	0.997690120824449	0.998578535891969
404	+	5615	6	7	0.997690120824449	0.998756218905473
405	+	5616	5	7	0.997867803837953	0.998756218905473
406	+	5616	5	7	0.997867803837953	0.998756218905473
407	+	5617	4	7	0.998045486851457	0.998756218905473
408	+	5617	4	7	0.998045486851457	0.998756218905473
409	+	5617	4	7	0.998045486851457	0.998756218905473
410	+	5617	4	7	0.998045486851457	0.998756218905473
411	+	5616	5	7	0.997867803837953	0.998756218905473
412	+	5616	5	7	0.997867803837953	0.998756218905473
413	+	5616	6	6	0.997867803837953	0.998933901918977
414	+	5616	6	6	0.997867803837953	0.998933901918977
415	+	5616	5	7	0.997867803837953	0.998756218905473
416	+	5616	5	7	0.997867803837953	0.998756218905473
417	+	5616	5	7	0.997867803837953	0.998756218905473
418	+	5616	5	7	0.997867803837953	0.998756218905473
419	+	5616	6	6	0.997867803837953	0.998933901918977
420	+	5617	5	6	0.998045486851457	0.998933901918977
421	+	5616	6	6	0.997867803837953	0.998933901918977
422	+	5617	4	7	0.998045486851457	0.998756218905473
423	+	5616	5	7	0.997867803837953	0.998756218905473
424	+	5615	6	7	0.997690120824449	0.998756218905473
425	+	5615	6	7	0.997690120824449	0.998756218905473
426	+	5615	5	8	0.997690120824449	0.998578535891969
427	+	5615	5	8	0.997690120824449	0.998578535891969
428	+	5615	5	8	0.997690120824449	0.998578535891969
429	+	5615	5	8	0.997690120824449	0.998578535891969
430	+	5614	6	8	0.997512437810945	0.998578535891969
431	+	5613	7	8	0.997334754797441	0.998578535891969
432	+	5616	3	9	0.997867803837953	0.998400852878465
433	+	5616	3	9	0.997867803837953	0.998400852878465
434	+	5616	3	9	0.997867803837953	0.998400852878465
435	+	5616	3	9	0.997867803837953	0.998400852878465
436	+	5616	3	9	0.997867803837953	0.998400852878465
437	+	5616	3	9	0.997867803837953	0.998400852878465
438	+	5615	4	9	0.997690120824449	0.998400852878465
439	+	5615	4	9	0.997690120824449	0.998400852878465
440	+	5614	5	9	0.997512437810945	0.998400852878465
441	+	5612	6	10	0.997157071783937	0.998223169864961
442	+	5612	5	11	0.997157071783937	0.998045486851457
443	+	5612	5	11	0.997157071783937	0.998045486851457
444	+	5613	4	11	0.997334754797441	0.998045486851457
445	+	5613	4	11	0.997334754797441	0.998045486851457
446	+	5614	3	11	0.997512437810945	0.998045486851457
447	+	5614	4	10	0.997512437810945	0.998223169864961
448	+	5615	3	10	0.997690120824449	0.998223169864961
449	+	5615	3	10	0.997690120824449	0.998223169864961
450	+	5615	3	10	0.997690120824449	0.998223169864961
451	+	5615	3	10	0.997690120824449	0.998223169864961
452	+	5614	4	10	0.997512437810945	0.998223169864961
453	+	5614	3	11	0.997512437810945	0.998045486851457
454	+	5614	3	11	0.997512437810945	0.998045486851457
455	+	5612	5	11	0.997157071783937	0.998045486851457
456	+	5611	4	13	0.996979388770434	0.997690120824449
457	+	5611	3	14	0.996979388770434	0.997512437810945
458	+	5612	2	14	0.997157071783937	0.997512437810945
459	+	5612	2	14	0.997157071783937	0.997512437810945
460	+	5612	2	14	0.997157071783937	0.997512437810945
461	+	5613	1	14	0.997334754797441	0.997512437810945
462	+	5613	3	12	0.997334754797441	0.997867803837953
463	+	5616	0	12	0.997867803837953	0.997867803837953
464	+	5616	0	12	0.997867803837953	0.997867803837953
465	+	5616	1	11	0.997867803837953	0.998045486851457
466	+	5617	0	11	0.998045486851457	0.998045486851457
467	+	5616	1	11	0.997867803837953	0.998045486851457
468	+	5613	5	10	0.997334754797441	0.998223169864961
469	+	5613	5	10	0.997334754797441	0.998223169864961
470	+	5611	7	10	0.996979388770434	0.998223169864961
471	+	5564	52	12	0.98862828713575	0.997867803837953
472	+	5564	52	12	0.98862828713575	0.997867803837953
473	+	5564	52	12	0.98862828713575	0.997867803837953
474	+	5564	51	13	0.98862828713575	0.997690120824449
475	+	5564	51	13	0.98862828713575	0.997690120824449
476	+	5564	52	12	0.98862828713575	0.997867803837953
477	+	5565	51	12	0.988805970149254	0.997867803837953
478	+	5565	51	12	0.988805970149254	0.997867803837953
479	+	5565	51	12	0.988805970149254	0.997867803837953
480	+	5565	52	11	0.988805970149254	0.998045486851457
481	+	5566	51	11	0.988983653162758	0.998045486851457
482	+	5566	51	11	0.988983653162758	0.998045486851457
483	+	5566	51	11	0.988983653162758	0.998045486851457
484	+	5565	52	11	0.988805970149254	0.998045486851457
485	+	5565	52	11	0.988805970149254	0.998045486851457
486	+	5565	52	11	0.988805970149254	0.998045486851457
487	+	5566	51	11	0.988983653162758	0.998045486851457
488	+	5567	50	11	0.989161336176262	0.998045486851457
489	+	5565	51	12	0.988805970149254	0.997867803837953
490	+	5566	48	14	0.988983653162758	0.997512437810945
491	+	5609	6	13	0.996624022743426	0.997690120824449
492	+	5609	4	15	0.996624022743426	0.997334754797441
493	+	5609	4	15	0.996624022743426	0.997334754797441
494	+	5609	4	15	0.996624022743426	0.997334754797441
495	+	5595	19	14	0.994136460554371	0.997512437810945
496	+	5595	20	13	0.994136460554371	0.997690120824449
497	+	5594	20	14	0.993958777540867	0.997512437810945
498	+	5594	18	16	0.993958777540867	0.997157071783937
499	+	5592	20	16	0.993603411513859	0.997157071783937
500	+	5592	19	17	0.993603411513859	0.996979388770434
501	+	5591	19	18	0.993425728500355	0.99680170575693
502	+	5590	20	18	0.993248045486851	0.99680170575693
503	+	5590	19	19	0.993248045486851	0.996624022743426
504	+	5591	18	19	0.993425728500355	0.996624022743426
505	+	5591	18	19	0.993425728500355	0.996624022743426
506	+	5589	21	18	0.993070362473348	0.99680170575693
507	+	5587	21	20	0.99271499644634	0.996446339729922
508	+	5586	22	20	0.992537313432836	0.996446339729922
509	+	5586	22	20	0.992537313432836	0.996446339729922
510	+	5586	22	20	0.992537313432836	0.996446339729922
511	+	5588	21	19	0.992892679459844	0.996624022743426
